id,weight,date,employed,gender,age,race
1030,4.494,2014-05-01,not employed,female,middle age,caucasian
1031,15,2014-05-01,not employed,male,middle age,NA
1032,62.5,2014-05-01,employed,male,middle age,visible minority
1033,4.494,2014-05-01,employed,male,middle age,caucasian
1034,2.77,2014-05-01,employed,male,youth,caucasian
1035,62.5,2014-05-01,not employed,female,middle age,caucasian
1036,4.494,2014-05-01,employed,female,middle age,caucasian
1037,4.494,2014-05-01,not employed,male,middle age,aboriginal
1038,2.77,2014-05-01,not employed,female,youth,visible minority
1039,4.4,2014-06-01,employed,female,middle age,caucasian
1040,8.142,2014-06-01,employed,female,middle age,caucasian
1041,13.625,2014-06-01,NA,female,youth,aboriginal
1042,2.142,2014-06-01,not employed,male,senior,caucasian
1043,2.142,2014-06-01,not employed,female,youth,aboriginal
1044,14.5,2014-06-01,employed,male,middle age,visible minority
1045,14.5,2014-06-01,employed,female,middle age,caucasian
1046,5.5,2014-06-01,employed,female,youth,caucasian
1047,4.4,2014-06-01,employed,female,youth,visible minority
1048,4.4,2014-06-01,not employed,female,middle age,caucasian
1049,3.372,2014-07-01,employed,female,middle age,caucasian
1050,6.55,2014-07-01,not employed,female,middle age,visible minority
1051,5.3,2014-07-01,employed,male,middle age,caucasian
1052,4.384,2014-07-01,not employed,male,senior,caucasian
1053,3.372,2014-07-01,employed,male,middle age,aboriginal
1054,4.384,2014-07-01,not employed,male,middle age,caucasian
1055,20.375,2014-07-01,not employed,female,middle age,caucasian
1056,10.538,2014-07-01,employed,female,middle age,caucasian
1057,6.55,2014-07-01,employed,male,middle age,caucasian
1058,4.384,2014-07-01,employed,female,middle age,caucasian
1059,6.55,2014-07-01,employed,female,youth,caucasian
1060,3.372,2014-07-01,employed,male,middle age,visible minority
1061,12.333,2014-07-01,not employed,female,senior,caucasian
1062,6.68,2014-08-01,not employed,male,middle age,caucasian
1063,4.316,2014-08-01,not employed,male,middle age,caucasian
1064,3.209,2014-08-01,employed,male,senior,visible minority
1065,3.209,2014-08-01,not employed,female,middle age,caucasian
1066,6.68,2014-08-01,not employed,female,senior,visible minority
1067,4.316,2014-08-01,employed,male,middle age,visible minority
1068,4.316,2014-08-01,employed,female,youth,visible minority
1069,4.316,2014-08-01,not employed,female,middle age,visible minority
1070,6.68,2014-08-01,employed,male,middle age,caucasian
1071,4.316,2014-08-01,employed,female,youth,caucasian
1072,4.316,2014-08-01,not employed,male,middle age,caucasian
1073,4.316,2014-08-01,employed,male,middle age,caucasian
1074,8.45,2014-09-01,employed,female,middle age,visible minority
1075,5.106,2014-09-01,employed,male,middle age,visible minority
1076,18.871,2014-09-01,not employed,female,middle age,caucasian
1077,10.016,2014-09-01,employed,male,middle age,caucasian
1078,3.074,2014-09-01,employed,male,youth,visible minority
1079,10.016,2014-09-01,not employed,male,middle age,visible minority
1080,6.623,2014-09-01,employed,male,middle age,caucasian
1081,9.957,2014-09-01,employed,female,senior,caucasian
1082,10.475,2014-09-01,employed,male,middle age,caucasian
1083,8.456,2014-09-01,employed,female,senior,visible minority
1084,3.074,2014-09-01,not employed,female,middle age,caucasian
1085,6.623,2014-09-01,not employed,male,middle age,caucasian
1086,3.074,2014-09-01,employed,male,middle age,caucasian
1087,10.475,2014-09-01,employed,female,middle age,caucasian
1088,11.361,2014-09-01,employed,male,senior,caucasian
1089,3.074,2014-09-01,not employed,male,middle age,caucasian
1090,8.456,2014-09-01,employed,male,middle age,aboriginal
1091,3.074,2014-09-01,not employed,male,middle age,caucasian
1092,14.781,2014-09-01,not employed,male,youth,caucasian
1093,12.712,2014-09-01,employed,female,middle age,visible minority
1094,12.712,2014-09-01,not employed,female,middle age,caucasian
1095,2.854,2014-10-01,employed,female,middle age,caucasian
1096,3.301,2014-10-01,not employed,female,middle age,aboriginal
1097,7.238,2014-10-01,employed,female,middle age,aboriginal
1098,7.238,2014-10-01,employed,male,senior,aboriginal
1099,4.264,2014-10-01,employed,male,middle age,visible minority
1100,2.854,2014-10-01,not employed,female,middle age,caucasian
1101,3.301,2014-10-01,not employed,female,senior,caucasian
1102,4.264,2014-10-01,employed,female,senior,visible minority
1103,3.301,2014-10-01,employed,female,middle age,caucasian
1104,16.75,2014-10-01,employed,male,senior,visible minority
1105,16.75,2014-10-01,employed,female,middle age,visible minority
1106,16.75,2014-10-01,not employed,female,middle age,aboriginal
1107,3.301,2014-10-01,not employed,female,middle age,aboriginal
1108,7.238,2014-10-01,employed,female,middle age,caucasian
1109,10.055,2014-10-01,employed,male,middle age,visible minority
1110,2.854,2014-10-01,employed,male,senior,visible minority
1111,12.545,2014-10-01,employed,female,middle age,caucasian
1112,3.79,2014-11-01,not employed,female,senior,visible minority
1113,3.539,2014-11-01,not employed,male,youth,caucasian
1114,3.539,2014-11-01,not employed,male,middle age,caucasian
1115,3.539,2014-11-01,not employed,male,middle age,aboriginal
1116,6.526,2014-11-01,employed,female,middle age,NA
1117,6.526,2014-11-01,employed,female,middle age,aboriginal
1118,4.428,2014-11-01,employed,female,senior,visible minority
1119,3.539,2014-11-01,employed,male,middle age,caucasian
1120,3.539,2014-11-01,employed,female,middle age,caucasian
1121,3.79,2014-11-01,employed,female,middle age,caucasian
1122,3.539,2014-11-01,employed,female,middle age,caucasian
1123,4.428,2014-11-01,not employed,female,middle age,visible minority
1124,3.539,2014-11-01,not employed,female,senior,caucasian
1125,3.79,2014-11-01,not employed,female,middle age,visible minority
1126,31.75,2014-11-01,employed,male,youth,caucasian
1127,4.896,2014-11-01,not employed,male,middle age,caucasian
1128,4.428,2014-11-01,employed,female,middle age,caucasian
1129,3.539,2014-11-01,employed,male,middle age,caucasian
1130,6.526,2014-11-01,not employed,female,middle age,visible minority
1131,3.539,2014-11-01,employed,male,senior,caucasian
1132,4.428,2014-11-01,employed,female,middle age,caucasian
1133,6.681,2014-11-01,not employed,male,middle age,caucasian
1134,18.615,2014-12-01,employed,female,middle age,visible minority
1135,8,2014-12-01,not employed,female,middle age,visible minority
1136,5.347,2014-12-01,not employed,female,middle age,caucasian
1137,4,2014-12-01,employed,female,middle age,visible minority
1138,3.125,2014-12-01,employed,male,middle age,caucasian
1139,5.789,2014-12-01,employed,female,middle age,aboriginal
1140,4,2014-12-01,employed,female,middle age,visible minority
1141,5.789,2014-12-01,employed,female,middle age,visible minority
1142,23.909,2014-12-01,not employed,male,middle age,caucasian
1143,4,2014-12-01,not employed,male,middle age,visible minority
1144,5.347,2014-12-01,employed,female,middle age,caucasian
1145,3.125,2014-12-01,not employed,female,middle age,caucasian
1146,5.347,2014-12-01,not employed,female,youth,caucasian
1147,5.347,2014-12-01,employed,male,middle age,caucasian
1148,5.347,2014-12-01,employed,female,middle age,caucasian
1149,5.958,2014-12-01,employed,male,middle age,aboriginal
1150,23.909,2014-12-01,employed,female,senior,aboriginal
1151,5.958,2014-12-01,NA,female,middle age,aboriginal
1152,7.561,2013-01-01,not employed,male,youth,aboriginal
1153,5.194,2013-04-01,not employed,male,middle age,caucasian
1154,5.745,2013-04-01,not employed,male,middle age,visible minority
1155,7.942,2013-04-01,not employed,female,middle age,visible minority
1156,13.272,2013-05-01,not employed,female,middle age,caucasian
1157,7.671,2013-05-01,employed,male,middle age,caucasian
1158,7.671,2013-05-01,employed,male,middle age,visible minority
1159,7.671,2013-05-01,not employed,female,middle age,caucasian
1160,5.277,2013-05-01,employed,female,middle age,caucasian
1161,5.517,2013-05-01,employed,female,middle age,caucasian
1162,8.785,2013-05-01,not employed,male,middle age,caucasian
1163,5.517,2013-05-01,not employed,female,middle age,caucasian
1164,5.517,2013-05-01,employed,female,youth,aboriginal
1165,1.152,2013-05-01,not employed,female,middle age,aboriginal
1166,8.785,2013-05-01,employed,female,middle age,caucasian
1167,8.295,2013-06-01,not employed,male,youth,caucasian
1168,10.158,2013-06-01,not employed,male,middle age,caucasian
1169,7.979,2013-06-01,not employed,male,middle age,caucasian
1170,8.192,2013-06-01,employed,female,youth,caucasian
1171,2.379,2012-04-01,employed,male,youth,caucasian
1172,8.428,2012-04-01,employed,male,senior,caucasian
1173,9.16,2012-05-01,employed,female,senior,visible minority
1174,13.689,2012-05-01,employed,female,middle age,visible minority
1175,15.06,2012-05-01,not employed,male,middle age,caucasian
1176,7.705,2012-05-01,employed,female,middle age,caucasian
1177,7.705,2012-05-01,employed,male,middle age,caucasian
1178,9.846,2012-05-01,not employed,male,middle age,caucasian
1179,4.901,2012-05-01,not employed,female,youth,caucasian
1180,13.667,2012-05-01,not employed,female,middle age,visible minority
1181,9.862,2012-05-01,employed,female,senior,caucasian
1182,15.084,2012-05-01,employed,female,middle age,caucasian
1183,13.681,2012-05-01,employed,male,middle age,caucasian
1184,7.73,2012-05-01,employed,male,senior,visible minority
1185,4.901,2012-05-01,not employed,female,middle age,aboriginal
1186,7.979,2013-06-01,not employed,male,middle age,caucasian
1187,10.294,2013-06-01,not employed,female,youth,caucasian
1188,8.192,2013-06-01,employed,female,middle age,visible minority
1189,10.158,2013-06-01,not employed,male,middle age,caucasian
1190,4.965,2013-06-01,employed,male,middle age,aboriginal
1191,4.965,2013-06-01,employed,male,senior,caucasian
1192,10.294,2013-06-01,not employed,male,middle age,aboriginal
1193,10.286,2013-06-01,not employed,male,senior,caucasian
1194,6.435,2013-06-01,not employed,female,youth,caucasian
1195,8.302,2013-06-01,employed,female,youth,caucasian
1196,21.771,2013-07-01,not employed,male,middle age,caucasian
1197,11.181,2013-07-01,employed,male,middle age,visible minority
1198,4.995,2013-08-01,employed,male,middle age,caucasian
1199,4.22,2013-08-01,employed,female,middle age,caucasian
1200,8.083,2013-08-01,NA,female,senior,NA
1201,8.078,2013-08-01,employed,female,youth,caucasian
1202,6.583,2013-08-01,employed,female,middle age,caucasian
1203,22.9,2012-06-01,employed,male,middle age,aboriginal
1204,4.358,2012-06-01,employed,male,senior,caucasian
1205,12.584,2012-06-01,employed,male,middle age,caucasian
1206,50.472,2012-06-01,not employed,female,middle age,visible minority
1207,14.685,2012-06-01,employed,female,senior,aboriginal
1208,11.196,2012-06-01,employed,male,middle age,caucasian
1209,7.583,2012-07-01,not employed,female,middle age,aboriginal
1210,6.567,2012-07-01,employed,female,middle age,visible minority
1211,5.303,2013-09-01,employed,female,middle age,caucasian
1212,21.391,2013-09-01,employed,female,middle age,caucasian
1213,5.303,2013-09-01,not employed,male,middle age,caucasian
1214,5.303,2013-09-01,employed,female,youth,visible minority
1215,7.625,2013-09-01,employed,female,middle age,visible minority
1216,13.497,2013-09-01,not employed,female,middle age,aboriginal
1217,13.854,2013-09-01,employed,male,middle age,caucasian
1218,9.637,2013-09-01,employed,female,middle age,caucasian
1219,6.915,2013-10-01,employed,male,senior,caucasian
1220,17.82,2013-10-01,employed,female,middle age,visible minority
1221,16.078,2013-10-01,not employed,female,middle age,caucasian
1222,15.509,2013-10-01,employed,female,middle age,caucasian
1223,13.451,2013-10-01,not employed,male,middle age,caucasian
1224,6.95,2013-10-01,employed,male,middle age,caucasian
1225,22.134,2012-07-01,not employed,female,middle age,caucasian
1226,7.583,2012-07-01,employed,male,senior,caucasian
1227,22.134,2012-07-01,employed,male,middle age,caucasian
1228,10.073,2012-07-01,not employed,female,youth,visible minority
1229,10.036,2012-07-01,not employed,female,middle age,caucasian
1230,10.073,2012-07-01,not employed,female,youth,aboriginal
1231,3.864,2012-08-01,employed,female,youth,visible minority
1232,3.864,2012-08-01,not employed,male,middle age,caucasian
1233,7.292,2012-08-01,not employed,female,middle age,aboriginal
1234,15.195,2012-08-01,not employed,male,senior,caucasian
1235,5.175,2013-10-01,not employed,female,youth,caucasian
1236,9.287,2013-10-01,employed,female,middle age,caucasian
1237,6.827,2013-11-01,employed,female,middle age,caucasian
1238,5.537,2013-11-01,NA,male,middle age,NA
1239,11.715,2013-11-01,employed,male,middle age,visible minority
1240,4.972,2013-11-01,employed,female,middle age,caucasian
1241,10.193,2013-11-01,employed,female,middle age,visible minority
1242,20.054,2013-11-01,employed,female,middle age,caucasian
1243,4.2,2013-12-01,employed,male,youth,visible minority
1244,4.342,2013-12-01,employed,male,middle age,caucasian
1245,7.257,2013-12-01,employed,female,senior,caucasian
1246,8.679,2013-12-01,employed,female,middle age,caucasian
1247,11.811,2013-12-01,employed,male,middle age,aboriginal
1248,8.517,2012-08-01,employed,female,senior,caucasian
1249,27.962,2012-08-01,employed,male,youth,caucasian
1250,7.725,2012-08-01,employed,female,youth,visible minority
1251,17.108,2012-09-01,employed,female,middle age,NA
1252,7.808,2012-09-01,not employed,male,middle age,caucasian
1253,20.677,2012-09-01,employed,female,middle age,visible minority
1254,12.275,2012-09-01,not employed,male,middle age,caucasian
1255,18.242,2012-09-01,not employed,male,middle age,caucasian
1256,18.242,2012-09-01,employed,male,youth,caucasian
1257,12.475,2012-09-01,employed,female,middle age,visible minority
1258,10.157,2012-09-01,employed,male,youth,caucasian
1259,12.275,2012-09-01,employed,male,middle age,aboriginal
1260,10.157,2012-09-01,not employed,male,middle age,caucasian
1261,20.677,2012-09-01,NA,male,middle age,caucasian
1262,20.841,2012-09-01,employed,male,middle age,visible minority
1263,18.242,2012-09-01,employed,female,youth,caucasian
1264,20.677,2012-09-01,not employed,female,middle age,caucasian
1265,18.242,2012-09-01,employed,female,middle age,caucasian
1266,22.34,2013-12-01,not employed,male,middle age,aboriginal
1267,4.297,2014-01-01,employed,male,middle age,caucasian
1268,4.297,2014-01-01,employed,male,middle age,aboriginal
1269,5.274,2014-01-01,not employed,female,senior,caucasian
1270,9.865,2014-01-01,employed,female,middle age,visible minority
1271,16.326,2014-01-01,not employed,male,middle age,caucasian
1272,33.895,2014-01-01,employed,male,youth,visible minority
1273,6.44,2014-01-01,not employed,female,senior,visible minority
1274,9.159,2014-01-01,not employed,male,middle age,aboriginal
1275,5.718,2014-02-01,not employed,female,middle age,NA
1276,8.56,2014-02-01,not employed,female,middle age,caucasian
1277,8.56,2014-02-01,not employed,male,senior,aboriginal
1278,6.027,2014-02-01,employed,female,middle age,caucasian
1279,13.818,2014-02-01,employed,male,middle age,caucasian
1280,3.859,2012-10-01,not employed,male,middle age,caucasian
1281,6.231,2012-10-01,NA,female,middle age,caucasian
1282,16.083,2012-10-01,not employed,male,senior,visible minority
1283,15.724,2012-10-01,employed,female,middle age,visible minority
1284,21.462,2012-10-01,not employed,female,middle age,visible minority
1285,21.462,2012-10-01,not employed,female,middle age,caucasian
1286,3.859,2012-10-01,not employed,female,youth,caucasian
1287,6.231,2012-10-01,employed,female,middle age,caucasian
1288,15.724,2012-10-01,NA,female,middle age,caucasian
1289,3.859,2012-10-01,not employed,male,middle age,visible minority
1290,6.231,2012-10-01,employed,female,middle age,caucasian
1291,7.441,2012-11-01,employed,male,senior,caucasian
1292,6.027,2014-02-01,not employed,male,middle age,aboriginal
1293,6.027,2014-02-01,employed,male,senior,visible minority
1294,5.843,2014-03-01,employed,male,middle age,caucasian
1295,7.295,2014-03-01,employed,female,senior,visible minority
1296,5.843,2014-03-01,not employed,female,middle age,caucasian
1297,7.295,2014-03-01,employed,female,senior,caucasian
1298,5.843,2014-03-01,employed,female,middle age,visible minority
1299,7.295,2014-03-01,employed,female,youth,caucasian
1300,7.295,2014-03-01,employed,female,middle age,caucasian
1301,7.295,2014-03-01,employed,male,middle age,caucasian
1302,7.295,2014-03-01,employed,male,senior,NA
1303,5.626,2014-04-01,employed,male,middle age,caucasian
1304,7,2014-04-01,employed,female,middle age,caucasian
1305,4.344,2012-11-01,not employed,male,middle age,caucasian
1306,4.085,2012-11-01,not employed,female,middle age,caucasian
1307,4.085,2012-11-01,employed,female,middle age,caucasian
1308,4.085,2012-11-01,not employed,female,middle age,caucasian
1309,4.344,2012-11-01,employed,male,middle age,visible minority
1310,4.085,2012-11-01,not employed,female,senior,caucasian
1311,7.441,2012-11-01,employed,female,middle age,aboriginal
1312,7.441,2012-11-01,employed,male,middle age,caucasian
1313,7.441,2012-11-01,employed,female,middle age,caucasian
1314,4.085,2012-11-01,not employed,female,middle age,caucasian
1315,7.441,2012-11-01,employed,female,youth,caucasian
1316,4.085,2012-11-01,employed,male,middle age,caucasian
1317,4.085,2012-11-01,not employed,female,senior,aboriginal
1318,7.441,2012-11-01,employed,female,senior,visible minority
1319,4.085,2012-11-01,employed,female,middle age,caucasian
1320,4.344,2012-11-01,employed,male,youth,caucasian
1321,4.344,2012-11-01,not employed,female,middle age,aboriginal
1322,7.441,2012-11-01,employed,female,senior,visible minority
1323,4.344,2012-11-01,not employed,female,senior,caucasian
1324,4.085,2012-11-01,not employed,male,middle age,visible minority
1325,13.44,2012-11-01,employed,female,senior,caucasian
1326,4.085,2012-11-01,not employed,male,senior,visible minority
1327,4.085,2012-11-01,employed,male,senior,caucasian
1328,4.344,2012-11-01,NA,male,senior,visible minority
1329,4.344,2012-11-01,employed,female,middle age,caucasian
1330,5.626,2014-04-01,not employed,male,youth,caucasian
1331,7,2014-04-01,not employed,male,middle age,aboriginal
1332,16.344,2014-04-01,not employed,female,middle age,caucasian
1333,5.626,2014-04-01,employed,female,middle age,caucasian
1334,7,2014-04-01,employed,male,middle age,caucasian
1335,4.494,2014-05-01,not employed,male,senior,caucasian
1336,4.494,2014-05-01,employed,male,middle age,visible minority
1337,5.478,2014-06-01,employed,female,middle age,aboriginal
1338,2.142,2014-06-01,not employed,female,middle age,caucasian
1339,5.5,2014-06-01,employed,female,youth,aboriginal
1340,5.478,2014-06-01,employed,male,youth,NA
1341,4.4,2014-06-01,not employed,male,middle age,caucasian
1342,4.942,2012-12-01,not employed,male,middle age,caucasian
1343,8.528,2012-12-01,not employed,male,senior,aboriginal
1344,10.283,2012-12-01,employed,female,middle age,caucasian
1345,5.289,2012-12-01,employed,male,middle age,caucasian
1346,9.608,2012-12-01,employed,female,middle age,caucasian
1347,9.831,2012-12-01,employed,male,senior,caucasian
1348,6.323,2012-12-01,employed,male,middle age,visible minority
1349,4.942,2012-12-01,employed,female,senior,caucasian
1350,8.908,2012-12-01,not employed,male,youth,caucasian
1351,5.289,2012-12-01,employed,male,youth,caucasian
1352,4.942,2012-12-01,employed,female,youth,visible minority
1353,12.289,2012-12-01,employed,female,middle age,NA
1354,6.323,2012-12-01,not employed,female,middle age,visible minority
1355,10.649,2012-12-01,employed,female,middle age,visible minority
1356,8.528,2012-12-01,not employed,male,youth,caucasian
1357,16.556,2012-12-01,not employed,female,senior,caucasian
1358,14.928,2012-12-01,employed,male,middle age,caucasian
1359,6.612,2012-12-01,not employed,female,youth,caucasian
1360,3.372,2014-07-01,employed,female,senior,aboriginal
1361,3.372,2014-07-01,employed,male,senior,aboriginal
1362,6.55,2014-07-01,employed,female,middle age,visible minority
1363,3.372,2014-07-01,not employed,male,middle age,visible minority
1364,6.55,2014-07-01,employed,male,middle age,visible minority
1365,3.372,2014-07-01,not employed,female,senior,visible minority
1366,4.384,2014-07-01,employed,female,senior,caucasian
1367,3.372,2014-07-01,employed,male,middle age,aboriginal
1368,3.372,2014-07-01,employed,female,middle age,aboriginal
1369,3.372,2014-07-01,employed,female,senior,caucasian
1370,6.55,2014-07-01,not employed,male,middle age,visible minority
1371,3.372,2014-07-01,not employed,male,middle age,visible minority
1372,6.55,2014-07-01,not employed,female,youth,caucasian
1373,4.316,2014-08-01,employed,male,middle age,visible minority
1374,6.68,2014-08-01,employed,female,middle age,caucasian
1375,4.316,2014-08-01,employed,male,middle age,caucasian
1376,4.316,2014-08-01,employed,male,youth,aboriginal
1377,3.209,2014-08-01,employed,female,middle age,visible minority
1378,4.316,2014-08-01,employed,male,middle age,visible minority
1379,8.951,2013-01-01,not employed,female,senior,aboriginal
1380,3.913,2013-01-01,employed,male,middle age,visible minority
1381,8.951,2013-01-01,not employed,male,middle age,caucasian
1382,3.913,2013-01-01,employed,male,middle age,visible minority
1383,7.257,2013-01-01,employed,female,middle age,caucasian
1384,4.077,2013-01-01,employed,male,senior,visible minority
1385,18.121,2013-01-01,employed,male,middle age,caucasian
1386,10.348,2013-01-01,employed,male,middle age,aboriginal
1387,7.257,2013-01-01,not employed,female,senior,caucasian
1388,5.593,2013-01-01,employed,male,middle age,visible minority
1389,14.543,2013-01-01,employed,female,senior,caucasian
1390,5.593,2013-01-01,employed,male,middle age,visible minority
1391,11.361,2014-09-01,employed,male,middle age,aboriginal
1392,5.091,2014-09-01,not employed,male,middle age,caucasian
1393,5.091,2014-09-01,employed,male,middle age,caucasian
1394,5.106,2014-09-01,not employed,female,middle age,caucasian
1395,3.074,2014-09-01,not employed,female,middle age,visible minority
1396,5.087,2014-09-01,not employed,male,middle age,caucasian
1397,5.087,2014-09-01,employed,male,middle age,aboriginal
1398,3.074,2014-09-01,not employed,male,middle age,visible minority
1399,4,2014-09-01,employed,female,middle age,caucasian
1400,10.475,2014-09-01,employed,female,youth,caucasian
1401,11.361,2014-09-01,employed,female,middle age,caucasian
1402,3.301,2014-10-01,employed,female,middle age,aboriginal
1403,3.301,2014-10-01,not employed,male,middle age,caucasian
1404,4.264,2014-10-01,not employed,female,middle age,caucasian
1405,3.301,2014-10-01,NA,female,youth,NA
1406,3.816,2013-02-01,employed,female,middle age,caucasian
1407,3.816,2013-02-01,employed,female,middle age,caucasian
1408,3.816,2013-02-01,employed,male,senior,caucasian
1409,3.816,2013-02-01,not employed,female,senior,caucasian
1410,4.259,2013-02-01,not employed,female,middle age,caucasian
1411,3.816,2013-02-01,not employed,male,middle age,caucasian
1412,3.816,2013-02-01,employed,female,middle age,caucasian
1413,6.687,2013-02-01,not employed,male,middle age,aboriginal
1414,3.816,2013-02-01,not employed,male,middle age,NA
1415,4.259,2013-02-01,not employed,male,middle age,caucasian
1416,5.992,2013-02-01,not employed,male,middle age,NA
1417,4.293,2013-02-01,employed,female,senior,caucasian
1418,2.854,2014-10-01,not employed,male,middle age,visible minority
1419,2.854,2014-10-01,not employed,male,middle age,visible minority
1420,2.854,2014-10-01,employed,female,middle age,caucasian
1421,2.854,2014-10-01,employed,female,middle age,caucasian
1422,2.854,2014-10-01,not employed,male,youth,caucasian
1423,2.854,2014-10-01,not employed,female,youth,caucasian
1424,4.896,2014-11-01,employed,female,middle age,visible minority
1425,6.526,2014-11-01,not employed,female,youth,caucasian
1426,6.526,2014-11-01,not employed,female,middle age,visible minority
1427,3.79,2014-11-01,employed,female,senior,caucasian
1428,3.539,2014-11-01,not employed,male,middle age,caucasian
1429,3.771,2013-03-01,employed,male,youth,visible minority
1430,4.333,2013-03-01,employed,male,middle age,caucasian
1431,4.333,2013-03-01,employed,female,middle age,aboriginal
1432,6.585,2013-03-01,employed,male,senior,caucasian
1433,4.608,2013-03-01,employed,male,middle age,caucasian
1434,5.82,2013-03-01,employed,female,middle age,aboriginal
1435,5.295,2013-03-01,not employed,male,middle age,caucasian
1436,45.018,2013-03-01,employed,female,middle age,caucasian
1437,10.156,2013-03-01,employed,male,middle age,aboriginal
1438,6.585,2013-03-01,employed,female,youth,caucasian
1439,3.771,2013-03-01,not employed,female,middle age,visible minority
1440,5.731,2013-03-01,not employed,female,youth,visible minority
1441,7.382,2013-04-01,employed,male,senior,caucasian
1442,17.298,2013-04-01,NA,male,middle age,caucasian
1443,5.745,2013-04-01,not employed,male,middle age,caucasian
1444,4.067,2013-04-01,employed,female,senior,caucasian
1445,4,2014-12-01,employed,female,middle age,visible minority
1446,5.958,2014-12-01,employed,female,youth,caucasian
1447,5.958,2014-12-01,employed,female,senior,caucasian
1448,5.789,2014-12-01,employed,male,senior,visible minority
1449,5.347,2014-12-01,employed,female,senior,caucasian
1450,4,2014-12-01,employed,female,middle age,caucasian
1451,23.909,2014-12-01,employed,female,youth,visible minority
1452,5.347,2014-12-01,employed,female,middle age,caucasian
1453,4.498,2013-04-01,employed,female,middle age,visible minority
1454,15.163,2013-04-01,employed,female,middle age,visible minority
1455,4.067,2013-04-01,not employed,male,middle age,visible minority
1456,5.194,2013-04-01,employed,male,middle age,caucasian
1457,5.745,2013-04-01,NA,male,middle age,visible minority
1458,4.067,2013-04-01,not employed,male,senior,aboriginal
1459,5.194,2013-04-01,employed,female,middle age,caucasian
1460,8.785,2013-05-01,NA,male,youth,visible minority
1461,7.671,2013-05-01,employed,female,middle age,caucasian
1462,5.75,2013-05-01,employed,female,middle age,caucasian
1463,9.031,2013-05-01,employed,female,youth,caucasian
1464,9.031,2013-05-01,employed,female,youth,visible minority
1465,5.672,2013-05-01,employed,female,middle age,visible minority
1466,8.785,2013-05-01,not employed,female,middle age,caucasian
1467,7.671,2013-05-01,employed,female,middle age,visible minority
1468,9.031,2013-05-01,employed,female,middle age,caucasian
1469,13.272,2013-05-01,employed,female,middle age,caucasian
1470,9.545,2013-05-01,not employed,female,senior,visible minority
1471,15.198,2013-05-01,employed,male,youth,caucasian
1472,8.785,2013-05-01,employed,female,middle age,caucasian
1473,8.785,2013-05-01,not employed,female,middle age,caucasian
1474,1.121,2013-05-01,not employed,female,middle age,aboriginal
1475,9.545,2013-05-01,not employed,female,senior,caucasian
1476,1.121,2013-05-01,not employed,female,middle age,visible minority
1477,4.965,2013-06-01,not employed,female,senior,visible minority
1478,8.192,2013-06-01,employed,female,middle age,visible minority
1479,4.965,2013-06-01,employed,female,middle age,caucasian
1480,4.965,2013-06-01,employed,female,middle age,caucasian
1481,22.26,2013-06-01,not employed,male,middle age,aboriginal
1482,10.286,2013-06-01,employed,female,middle age,caucasian
1483,6.435,2013-06-01,NA,male,middle age,aboriginal
1484,8.302,2013-06-01,not employed,female,middle age,caucasian
1485,4.965,2013-06-01,employed,female,middle age,aboriginal
1486,6.435,2013-06-01,employed,male,middle age,visible minority
1487,8.192,2013-06-01,employed,female,middle age,caucasian
1488,8.192,2013-06-01,NA,male,senior,caucasian
1489,4.965,2013-06-01,not employed,female,senior,caucasian
1490,10.158,2013-06-01,not employed,female,youth,caucasian
1491,10.294,2013-06-01,employed,female,middle age,caucasian
1492,8.192,2013-06-01,not employed,female,middle age,caucasian
1493,8.302,2013-06-01,not employed,male,middle age,visible minority
1494,10.294,2013-06-01,not employed,male,senior,caucasian
1495,8.295,2013-06-01,not employed,female,middle age,caucasian
1496,9.178,2013-07-01,not employed,female,youth,caucasian
1497,4.95,2013-07-01,employed,male,youth,caucasian
1498,9.178,2013-07-01,employed,female,senior,caucasian
1499,9.178,2013-07-01,employed,female,youth,caucasian
1500,4.95,2013-07-01,employed,male,middle age,caucasian
1501,11.549,2013-07-01,employed,male,youth,caucasian
1502,4.95,2013-07-01,not employed,female,senior,caucasian
1503,4.95,2013-07-01,not employed,male,middle age,caucasian
1504,11.181,2013-07-01,not employed,female,middle age,visible minority
1505,40.364,2013-07-01,not employed,male,youth,caucasian
1506,21.771,2013-07-01,employed,male,senior,visible minority
1507,3.33,2013-08-01,employed,female,middle age,caucasian
1508,5.195,2013-08-01,not employed,female,middle age,aboriginal
1509,5.288,2013-08-01,not employed,female,middle age,caucasian
1510,6.33,2013-08-01,employed,male,middle age,caucasian
1511,4.22,2013-08-01,employed,male,middle age,caucasian
1512,37.072,2013-08-01,not employed,female,youth,aboriginal
1513,5.175,2013-08-01,not employed,female,middle age,visible minority
1514,8.083,2013-08-01,employed,female,middle age,caucasian
1515,6.562,2013-08-01,employed,female,middle age,caucasian
1516,6.557,2013-08-01,employed,male,youth,caucasian
1517,6.557,2013-08-01,employed,female,middle age,visible minority
1518,34.682,2013-08-01,employed,male,senior,caucasian
1519,5.175,2013-08-01,not employed,male,youth,caucasian
1520,189.075,2013-08-01,employed,female,middle age,visible minority
1521,8.255,2013-08-01,not employed,female,senior,visible minority
1522,4.368,2013-08-01,employed,female,middle age,aboriginal
1523,6.789,2013-08-01,employed,female,middle age,caucasian
1524,44.866,2013-09-01,employed,female,middle age,caucasian
1525,3.826,2013-09-01,employed,male,middle age,caucasian
1526,8.631,2013-09-01,employed,female,youth,visible minority
