id,weight,date,employed,race,age,earnings,gender
904,3.501,2017-04-01,employed,NA,youth,1906.6666666666667,female
905,2.921,2017-04-01,employed,visible minority,middle age,2946.6666666666665,male
906,2.935,2017-04-01,not employed,visible minority,senior,NA,male
907,4.405,2017-04-01,employed,visible minority,middle age,NA,female
908,10.617,2017-04-01,employed,caucasian,middle age,NA,female
909,2.921,2017-04-01,employed,visible minority,senior,NA,female
910,6.418,2017-04-01,not employed,caucasian,middle age,1950,female
911,2.921,2017-04-01,employed,visible minority,middle age,NA,female
912,10.617,2017-04-01,employed,caucasian,middle age,NA,male
913,2.921,2017-04-01,employed,aboriginal,senior,NA,male
914,5.875,2017-04-01,employed,aboriginal,senior,7280,female
915,2.921,2017-04-01,not employed,caucasian,middle age,NA,male
916,16.014,2017-04-01,employed,aboriginal,middle age,NA,female
917,4.405,2017-04-01,employed,caucasian,middle age,NA,female
918,23.862,2017-05-01,not employed,aboriginal,middle age,2166.6666666666665,female
919,5.486,2017-05-01,not employed,caucasian,middle age,NA,female
920,9.007,2017-05-01,employed,caucasian,youth,NA,female
921,6.913,2017-05-01,employed,caucasian,middle age,NA,female
922,12.086,2017-05-01,employed,caucasian,middle age,2773.3333333333335,female
923,10.843,2017-05-01,employed,caucasian,middle age,NA,male
924,8.888,2017-05-01,employed,aboriginal,middle age,NA,male
925,5.486,2017-05-01,not employed,NA,middle age,NA,female
926,26.597,2017-05-01,employed,aboriginal,middle age,1516.6666666666667,male
927,6.035,2017-05-01,NA,aboriginal,middle age,NA,male
928,12.086,2017-05-01,employed,caucasian,middle age,NA,female
929,2.933,2017-06-01,employed,visible minority,senior,4141.41,female
930,5.021,2017-06-01,NA,caucasian,senior,NA,female
931,3.368,2017-06-01,employed,aboriginal,middle age,1899.7333333333333,male
932,7.285,2017-06-01,employed,visible minority,middle age,NA,male
933,3.408,2017-06-01,not employed,caucasian,senior,NA,male
934,6.512,2017-06-01,employed,visible minority,middle age,5980,male
935,33.337,2017-06-01,not employed,caucasian,senior,1040,female
936,3.103,2017-06-01,employed,visible minority,middle age,NA,male
937,5.711,2017-06-01,employed,aboriginal,middle age,2773.3333333333335,female
938,3.103,2017-06-01,employed,caucasian,middle age,NA,female
939,4.205,2017-06-01,NA,visible minority,senior,NA,female
940,4.456,2017-06-01,employed,caucasian,senior,1906.6666666666667,female
941,2.898,2017-06-01,employed,aboriginal,youth,NA,female
942,4.722,2017-06-01,not employed,NA,senior,NA,female
943,5.021,2017-06-01,employed,caucasian,middle age,NA,female
944,2.898,2017-06-01,employed,caucasian,senior,NA,female
945,2.898,2017-06-01,not employed,caucasian,middle age,NA,male
946,5.021,2017-06-01,employed,visible minority,middle age,NA,female
947,4.368,2017-06-01,employed,caucasian,middle age,2166.6666666666665,male
948,3.408,2017-06-01,employed,caucasian,middle age,1160.25,female
949,4.456,2017-06-01,not employed,visible minority,youth,1711.6666666666667,male
950,44.833,2017-07-01,employed,caucasian,middle age,1000,male
951,6.912,2017-07-01,not employed,visible minority,middle age,3083.6,female
952,8.942,2017-07-01,employed,aboriginal,middle age,NA,male
953,4.347,2017-07-01,employed,caucasian,middle age,NA,male
954,4.347,2017-07-01,NA,aboriginal,middle age,NA,male
955,4.347,2017-07-01,employed,caucasian,senior,NA,female
956,14.217,2017-07-01,employed,caucasian,middle age,1615.8999999999999,female
957,4.347,2017-07-01,not employed,caucasian,middle age,3466.6666666666665,female
958,14.217,2017-07-01,employed,caucasian,middle age,3466.6666666666665,male
959,44.833,2017-07-01,not employed,caucasian,senior,4000.0000000000005,female
960,8.29,2017-07-01,employed,caucasian,middle age,NA,female
961,4.347,2017-07-01,not employed,caucasian,middle age,4853.333333333333,male
962,19.019,2017-07-01,employed,visible minority,senior,3120,male
963,8.29,2017-07-01,employed,aboriginal,middle age,NA,male
964,4.347,2017-07-01,employed,caucasian,middle age,NA,female
965,4.347,2017-07-01,employed,visible minority,youth,NA,male
966,13.525,2017-08-01,not employed,aboriginal,senior,NA,female
967,12.416,2017-08-01,employed,aboriginal,senior,4000.0000000000005,male
968,24.287,2017-08-01,not employed,visible minority,youth,NA,male
969,4.773,2017-08-01,NA,caucasian,senior,NA,female
970,10.042,2017-08-01,employed,caucasian,senior,NA,male
971,6.914,2017-08-01,employed,caucasian,middle age,6435,male
972,24.287,2017-08-01,not employed,caucasian,middle age,NA,female
973,4.773,2017-08-01,not employed,caucasian,middle age,2470,female
974,6.659,2017-08-01,employed,caucasian,middle age,NA,female
975,12,2017-09-01,employed,caucasian,middle age,5416.666666666667,female
976,3,2017-09-01,employed,visible minority,middle age,3466.6666666666665,female
977,11,2017-09-01,not employed,caucasian,senior,NA,female
978,7,2017-09-01,employed,NA,senior,NA,male
979,15,2017-09-01,employed,caucasian,middle age,NA,female
980,28,2017-09-01,not employed,caucasian,youth,NA,male
981,7,2017-09-01,not employed,caucasian,middle age,NA,male
982,12,2017-09-01,employed,visible minority,middle age,3466.6666666666665,male
983,28,2017-09-01,employed,aboriginal,senior,3900,female
984,5,2017-09-01,employed,caucasian,middle age,NA,female
985,28,2017-09-01,not employed,aboriginal,middle age,NA,female
986,7.042,2017-10-01,not employed,caucasian,middle age,NA,female
987,5.013,2017-10-01,NA,caucasian,youth,1820,female
988,3.249,2017-10-01,employed,caucasian,middle age,NA,female
989,12.971,2017-10-01,not employed,aboriginal,youth,NA,female
990,3.249,2017-10-01,employed,visible minority,youth,NA,female
991,3.249,2017-10-01,employed,caucasian,middle age,NA,female
992,7.649,2017-10-01,employed,caucasian,middle age,NA,male
993,11.972,2017-10-01,not employed,aboriginal,middle age,NA,male
994,30.23,2017-10-01,employed,caucasian,middle age,6500,male
995,17.826,2017-10-01,employed,caucasian,middle age,399.99999999999994,male
996,12.971,2017-10-01,employed,NA,middle age,2223,male
997,30.23,2017-10-01,employed,caucasian,middle age,NA,female
998,10.866,2017-10-01,employed,caucasian,middle age,NA,female
999,11.133,2017-10-01,employed,aboriginal,middle age,NA,male
1000,3.249,2017-10-01,not employed,caucasian,middle age,NA,female
1001,7.822,2017-11-01,not employed,caucasian,middle age,NA,female
1002,25.377,2017-11-01,not employed,caucasian,middle age,2340,female
1003,13.641,2017-11-01,employed,caucasian,middle age,NA,male
1004,3.421,2017-11-01,employed,visible minority,youth,942.9333333333333,male
1005,4.876,2017-11-01,employed,aboriginal,middle age,NA,female
1006,6.923,2017-11-01,employed,caucasian,middle age,884,female
1007,3.421,2017-11-01,employed,aboriginal,senior,2578.3333333333335,female
1008,6.923,2017-11-01,not employed,NA,middle age,NA,female
1009,25.377,2017-11-01,not employed,caucasian,senior,1954.3333333333333,female
1010,6.741,2017-11-01,employed,aboriginal,youth,NA,male
1011,6.741,2017-11-01,not employed,caucasian,youth,NA,male
1012,5.008,2017-11-01,employed,caucasian,middle age,NA,female
1013,25.377,2017-11-01,not employed,caucasian,youth,NA,female
1014,5.008,2017-11-01,not employed,aboriginal,youth,2080,male
1015,6.365,2017-11-01,employed,caucasian,middle age,NA,female
1016,13.641,2017-11-01,not employed,visible minority,senior,NA,male
1017,3.421,2017-11-01,not employed,caucasian,middle age,NA,male
1018,6.741,2017-11-01,employed,caucasian,middle age,NA,male
1019,3.514,2017-11-01,employed,visible minority,middle age,1560,female
1020,7.546,2017-12-01,employed,aboriginal,senior,2946.6666666666665,male
1021,15.772,2017-12-01,not employed,caucasian,middle age,NA,female
1022,4.764,2017-12-01,employed,caucasian,senior,1950,female
1023,3.95,2017-12-01,employed,caucasian,middle age,NA,female
1024,5.12,2017-12-01,employed,visible minority,middle age,7615.833333333333,female
1025,15.772,2017-12-01,employed,caucasian,middle age,2184,male
1026,6.174,2017-12-01,employed,visible minority,youth,NA,male
1027,5.12,2017-12-01,employed,aboriginal,middle age,NA,male
1028,3.95,2017-12-01,not employed,caucasian,middle age,500,male
1029,8.077,2017-12-01,employed,caucasian,senior,NA,male
1030,8.077,2017-12-01,employed,visible minority,youth,NA,female
1031,4.466,2018-01-01,employed,aboriginal,middle age,NA,male
1032,14.892,2018-01-01,not employed,visible minority,youth,NA,female
1033,10.983,2018-01-01,not employed,aboriginal,senior,707.1999999999999,male
1034,3.604,2018-01-01,employed,visible minority,middle age,2500,male
1035,4.466,2018-01-01,not employed,caucasian,senior,866.6666666666666,female
1036,13.15,2018-01-01,employed,NA,middle age,NA,female
1037,3.293,2018-01-01,employed,caucasian,senior,NA,male
1038,4.466,2018-01-01,employed,caucasian,middle age,NA,male
1039,6.61,2018-01-01,employed,visible minority,middle age,NA,female
1040,13.15,2018-01-01,employed,caucasian,middle age,NA,male
1041,3.293,2018-01-01,not employed,caucasian,middle age,NA,male
1042,8.171,2018-01-01,not employed,visible minority,middle age,NA,female
1043,10.983,2018-01-01,employed,aboriginal,middle age,2357.3333333333335,female
1044,8.171,2018-01-01,NA,visible minority,middle age,NA,female
1045,3.293,2018-01-01,employed,caucasian,senior,NA,male
1046,16.399,2018-01-01,not employed,caucasian,middle age,3206.6666666666665,male
1047,43.854,2018-01-01,employed,NA,senior,NA,female
1048,8.171,2018-01-01,not employed,caucasian,senior,NA,male
1049,16.803,2018-01-01,employed,caucasian,senior,2374.6666666666665,female
1050,14.892,2018-01-01,employed,visible minority,middle age,NA,male
1051,13.15,2018-01-01,NA,caucasian,senior,NA,female
1052,10.983,2018-01-01,employed,caucasian,senior,NA,female
1053,7.233,2018-01-01,not employed,caucasian,senior,NA,female
1054,3.293,2018-01-01,employed,caucasian,middle age,NA,female
1055,4.887,2018-01-01,employed,aboriginal,middle age,NA,male
1056,14.391,2018-01-01,not employed,visible minority,youth,1183,female
1057,12.502,2018-01-01,employed,visible minority,middle age,1178.6666666666667,female
1058,4.208,2018-02-01,not employed,caucasian,middle age,NA,female
1059,3.242,2018-02-01,employed,visible minority,middle age,2000,female
1060,4.673,2018-02-01,employed,NA,middle age,3900,female
1061,16.791,2018-02-01,NA,caucasian,middle age,2218.6666666666665,female
1062,2.361,2018-02-01,employed,caucasian,middle age,1408.3333333333333,female
1063,9.435,2018-02-01,employed,caucasian,middle age,NA,female
1064,6.124,2018-02-01,employed,caucasian,middle age,NA,male
1065,16.793,2018-02-01,employed,caucasian,middle age,NA,female
1066,8.286,2018-02-01,not employed,NA,middle age,NA,female
1067,8.274,2018-02-01,employed,caucasian,middle age,2600,male
1068,3.403,2018-02-01,not employed,visible minority,middle age,NA,female
1069,14.766,2018-02-01,not employed,caucasian,middle age,2361.6666666666665,female
1070,6.375,2018-02-01,employed,caucasian,middle age,1527.5,female
1071,4.577,2018-03-01,not employed,caucasian,middle age,4333.333333333333,male
1072,4.577,2018-03-01,employed,aboriginal,middle age,NA,male
1073,2.883,2018-03-01,employed,aboriginal,senior,3250,male
1074,5.612,2018-03-01,not employed,caucasian,senior,1300,male
1075,2.714,2018-03-01,not employed,caucasian,middle age,NA,female
1076,2.883,2018-03-01,employed,aboriginal,youth,2600,male
1077,3.192,2018-03-01,employed,visible minority,middle age,NA,female
1078,4.019,2018-03-01,employed,visible minority,youth,NA,female
1079,4.577,2018-03-01,NA,caucasian,senior,NA,female
1080,3.192,2018-03-01,employed,visible minority,middle age,NA,male
1081,4.019,2018-03-01,not employed,visible minority,senior,NA,female
1082,3.192,2018-03-01,employed,caucasian,middle age,7083.333333333333,male
1083,3.192,2018-03-01,employed,caucasian,youth,NA,female
1084,4.019,2018-03-01,employed,aboriginal,middle age,4506.666666666667,female
1085,2.883,2018-03-01,not employed,aboriginal,youth,NA,female
1086,6.769,2018-03-01,employed,NA,middle age,1516.6666666666667,male
1087,5.612,2018-03-01,employed,aboriginal,middle age,NA,female
1088,2.714,2018-03-01,employed,caucasian,middle age,NA,male
1089,5.612,2018-03-01,employed,aboriginal,senior,NA,male
1090,5.612,2018-03-01,employed,aboriginal,middle age,975,male
1091,5.612,2018-03-01,employed,caucasian,senior,NA,female
1092,4.019,2018-03-01,not employed,caucasian,senior,NA,male
1093,4.019,2018-03-01,employed,caucasian,youth,NA,male
1094,4.019,2018-03-01,employed,visible minority,senior,1170,female
1095,4.577,2018-03-01,not employed,visible minority,middle age,NA,male
1096,2.883,2018-03-01,employed,caucasian,youth,2600,male
1097,2.883,2018-03-01,employed,caucasian,middle age,5850,male
1098,6.769,2018-03-01,NA,caucasian,middle age,NA,male
1099,5.612,2018-03-01,not employed,NA,middle age,NA,female
1100,4.019,2018-03-01,employed,aboriginal,youth,NA,female
1101,7.444,2018-03-01,not employed,aboriginal,youth,2600,female
1102,5.612,2018-03-01,not employed,visible minority,youth,NA,female
1103,3.192,2018-03-01,not employed,caucasian,middle age,4680,male
1104,3.192,2018-03-01,not employed,caucasian,middle age,5416.666666666667,male
1105,4.019,2018-03-01,not employed,caucasian,middle age,NA,male
1106,3.192,2018-03-01,employed,caucasian,youth,NA,male
1107,3.192,2018-03-01,employed,caucasian,middle age,2166.6666666666665,male
1108,3.192,2018-03-01,not employed,caucasian,senior,NA,male
1109,13.324,2018-04-01,employed,aboriginal,middle age,NA,male
1110,6.315,2018-04-01,employed,aboriginal,youth,910,male
1111,6.315,2018-04-01,employed,caucasian,middle age,NA,female
1112,5.23,2018-04-01,employed,visible minority,senior,NA,male
1113,2.443,2018-04-01,not employed,aboriginal,youth,NA,female
1114,5.23,2018-04-01,employed,caucasian,youth,3791.6666666666665,male
1115,2.443,2018-04-01,not employed,caucasian,senior,NA,female
1116,6.315,2018-04-01,not employed,caucasian,senior,NA,female
1117,5.23,2018-04-01,not employed,NA,middle age,NA,female
1118,2.443,2018-04-01,not employed,visible minority,middle age,3206.6666666666665,female
1119,5.23,2018-04-01,employed,caucasian,senior,5200,female
1120,5.23,2018-04-01,not employed,visible minority,middle age,NA,male
1121,6.315,2018-04-01,employed,aboriginal,middle age,NA,male
1122,9.064,2018-04-01,employed,caucasian,middle age,NA,male
1123,6.315,2018-04-01,employed,visible minority,middle age,NA,female
1124,4.296,2018-04-01,not employed,visible minority,middle age,NA,female
1125,4.296,2018-04-01,not employed,caucasian,middle age,NA,female
1126,4.575,2018-05-01,employed,caucasian,youth,5833.333333333333,female
1127,17.872,2018-05-01,employed,aboriginal,middle age,NA,female
1128,5.893,2018-05-01,employed,caucasian,middle age,NA,male
1129,4.688,2018-05-01,not employed,visible minority,senior,3466.6666666666665,male
1130,18.551,2018-05-01,not employed,caucasian,middle age,NA,male
1131,6.482,2018-05-01,not employed,NA,middle age,NA,female
1132,18.551,2018-05-01,employed,visible minority,middle age,NA,female
1133,4.688,2018-05-01,employed,visible minority,middle age,NA,female
1134,4.575,2018-05-01,employed,caucasian,senior,14820,male
1135,4.575,2018-05-01,not employed,caucasian,youth,NA,female
1136,18.551,2018-05-01,not employed,aboriginal,youth,1820,female
1137,17.872,2018-05-01,not employed,aboriginal,middle age,2860,female
1138,36.835,2018-06-01,employed,visible minority,middle age,3466.6666666666665,female
1139,1.964,2018-06-01,employed,caucasian,middle age,NA,female
1140,10.233,2018-06-01,NA,NA,middle age,1950,male
1141,2.594,2018-06-01,not employed,caucasian,middle age,2400.6666666666665,male
1142,24.097,2018-06-01,not employed,caucasian,middle age,2773.3333333333335,female
1143,2.566,2018-06-01,not employed,caucasian,youth,1950,male
1144,9.237,2018-06-01,employed,visible minority,senior,2210,male
1145,3.137,2018-06-01,not employed,caucasian,middle age,NA,female
1146,3.137,2018-06-01,employed,caucasian,senior,1495,male
1147,10.233,2018-06-01,not employed,caucasian,youth,NA,male
1148,7.832,2018-06-01,NA,aboriginal,middle age,2600,female
1149,2.566,2018-06-01,employed,caucasian,middle age,NA,female
1150,2.594,2018-06-01,employed,visible minority,senior,NA,female
1151,2.594,2018-06-01,not employed,caucasian,middle age,NA,male
1152,11.771,2018-06-01,not employed,caucasian,middle age,NA,female
1153,10.233,2018-06-01,not employed,visible minority,middle age,NA,female
1154,1.964,2018-06-01,employed,caucasian,youth,NA,female
1155,9.237,2018-06-01,not employed,caucasian,middle age,NA,female
1156,2.566,2018-06-01,employed,visible minority,middle age,1625,female
1157,9.338,2018-06-01,employed,visible minority,youth,NA,female
1158,3.58,2018-06-01,NA,caucasian,middle age,2253.3333333333335,female
1159,9.338,2018-06-01,NA,caucasian,senior,NA,male
1160,9.338,2018-06-01,not employed,caucasian,middle age,2357.3333333333335,female
1161,9.338,2018-06-01,employed,caucasian,senior,11544,male
1162,2.952,2018-06-01,employed,visible minority,middle age,NA,female
1163,9.237,2018-06-01,not employed,caucasian,senior,NA,male
1164,8.919,2018-07-01,not employed,caucasian,middle age,NA,male
1165,8.919,2018-07-01,not employed,caucasian,middle age,NA,male
1166,2.664,2018-07-01,employed,NA,middle age,NA,female
1167,10.168,2018-07-01,employed,visible minority,middle age,NA,male
1168,8.919,2018-07-01,not employed,caucasian,middle age,NA,male
1169,8.919,2018-07-01,NA,aboriginal,middle age,NA,male
1170,2.664,2018-07-01,employed,caucasian,middle age,312,male
1171,2.664,2018-07-01,employed,caucasian,senior,3833.3333333333335,female
1172,10.168,2018-07-01,not employed,caucasian,senior,NA,female
1173,8.919,2018-07-01,employed,visible minority,senior,NA,female
1174,8.919,2018-07-01,not employed,caucasian,middle age,1473.3333333333333,female
1175,8.919,2018-07-01,employed,visible minority,middle age,707.1999999999999,female
1176,8.919,2018-07-01,employed,aboriginal,youth,4333.333333333333,male
1177,35.677,2018-07-01,employed,caucasian,middle age,3705,female
1178,8.919,2018-07-01,employed,caucasian,youth,NA,female
1179,9.031,2018-08-01,not employed,caucasian,youth,NA,male
1180,2.264,2018-08-01,employed,aboriginal,middle age,NA,female
1181,2.264,2018-08-01,not employed,aboriginal,middle age,NA,female
1182,8.934,2018-08-01,employed,aboriginal,middle age,NA,male
1183,2.247,2018-08-01,employed,caucasian,middle age,NA,female
1184,8.396,2018-08-01,employed,caucasian,senior,3510,female
1185,42.553,2018-08-01,employed,caucasian,middle age,NA,male
1186,3.332,2018-08-01,not employed,caucasian,senior,NA,female
1187,8.289,2018-08-01,employed,aboriginal,youth,NA,male
1188,8.962,2018-08-01,not employed,caucasian,middle age,NA,female
1189,7.79,2018-08-01,employed,caucasian,senior,2634.6666666666665,female
1190,2.247,2018-08-01,not employed,aboriginal,middle age,NA,female
1191,10.42,2018-08-01,not employed,caucasian,middle age,707.1999999999999,female
1192,6.024,2018-08-01,employed,caucasian,youth,NA,male
1193,10.668,2018-08-01,employed,caucasian,middle age,2600,female
1194,22.583,2018-08-01,not employed,visible minority,senior,NA,female
1195,7.433,2018-09-01,employed,NA,middle age,NA,male
1196,26.224,2018-09-01,employed,visible minority,youth,NA,male
1197,4.221,2018-09-01,not employed,caucasian,middle age,1733.3333333333333,female
1198,4.221,2018-09-01,not employed,caucasian,senior,NA,male
1199,2.235,2018-09-01,employed,caucasian,middle age,NA,female
1200,3.79,2018-09-01,employed,caucasian,youth,3986.6666666666665,male
1201,7.433,2018-09-01,not employed,aboriginal,middle age,NA,female
1202,2.599,2018-09-01,not employed,visible minority,middle age,3250,female
1203,2.006,2018-09-01,not employed,caucasian,middle age,NA,male
1204,3.397,2018-09-01,not employed,caucasian,middle age,NA,male
1205,2.235,2018-09-01,not employed,caucasian,middle age,2816.6666666666665,male
1206,6.591,2018-09-01,not employed,caucasian,middle age,NA,female
1207,7.983,2018-09-01,NA,caucasian,middle age,NA,male
1208,8.644,2018-09-01,employed,caucasian,senior,4333.333333333333,male
1209,14.04,2018-09-01,employed,aboriginal,middle age,3315,female
1210,6.591,2018-09-01,employed,caucasian,middle age,NA,male
1211,7.433,2018-09-01,not employed,caucasian,senior,NA,male
1212,8.892,2018-09-01,not employed,caucasian,middle age,4680,female
1213,2.235,2018-09-01,employed,caucasian,middle age,NA,female
1214,12.583,2018-09-01,employed,caucasian,middle age,NA,female
1215,7.433,2018-09-01,not employed,visible minority,middle age,NA,female
1216,2.086,2018-10-01,employed,caucasian,middle age,2795,female
1217,2.838,2018-10-01,NA,caucasian,middle age,NA,male
1218,1.903,2018-10-01,not employed,caucasian,middle age,NA,female
1219,3.746,2018-10-01,employed,visible minority,middle age,NA,female
1220,37.338,2018-10-01,employed,caucasian,middle age,NA,male
1221,9.391,2018-10-01,employed,aboriginal,senior,NA,male
1222,1.903,2018-10-01,employed,caucasian,youth,NA,male
1223,16.143,2018-10-01,not employed,visible minority,middle age,4333.333333333333,male
1224,8.666,2018-10-01,NA,caucasian,youth,NA,male
1225,2.086,2018-10-01,not employed,caucasian,senior,2600,female
1226,5.528,2018-10-01,employed,caucasian,middle age,NA,male
1227,14.002,2018-10-01,not employed,caucasian,middle age,NA,female
1228,2.179,2018-10-01,not employed,aboriginal,middle age,NA,female
1229,3.25,2018-10-01,not employed,caucasian,middle age,NA,female
1230,37.338,2018-10-01,employed,visible minority,middle age,NA,female
1231,9.391,2018-10-01,employed,caucasian,senior,NA,female
1232,10.292,2018-10-01,employed,caucasian,middle age,2600,male
1233,2.179,2018-10-01,not employed,aboriginal,youth,NA,female
1234,3.746,2018-10-01,employed,caucasian,senior,NA,female
1235,8.666,2018-10-01,not employed,caucasian,middle age,2600,male
1236,10.292,2018-10-01,employed,caucasian,senior,NA,female
1237,1.903,2018-10-01,employed,caucasian,middle age,NA,female
1238,2.086,2018-10-01,not employed,visible minority,youth,5797.653333333333,male
1239,2.179,2018-10-01,employed,caucasian,middle age,NA,male
1240,37.338,2018-10-01,NA,visible minority,senior,3241.3333333333335,male
1241,8.337,2018-11-01,employed,caucasian,middle age,3640,female
1242,3.989,2018-11-01,NA,caucasian,youth,NA,male
1243,3.989,2018-11-01,not employed,visible minority,middle age,NA,female
1244,5.294,2018-11-01,not employed,visible minority,middle age,4398.333333333333,female
1245,7.179,2018-11-01,not employed,aboriginal,youth,NA,male
1246,14.989,2018-11-01,NA,aboriginal,middle age,NA,female
1247,2.864,2018-11-01,employed,caucasian,senior,NA,female
1248,2.864,2018-11-01,not employed,visible minority,middle age,NA,male
1249,5.979,2018-11-01,employed,caucasian,middle age,1014,female
1250,2.864,2018-11-01,employed,caucasian,middle age,3333.3333333333335,male
1251,7.179,2018-11-01,employed,caucasian,middle age,NA,male
1252,5.979,2018-11-01,not employed,aboriginal,middle age,NA,female
1253,5.979,2018-11-01,employed,caucasian,middle age,NA,female
1254,5.979,2018-11-01,employed,caucasian,middle age,NA,male
1255,3.989,2018-11-01,employed,caucasian,senior,NA,male
1256,5.985,2018-11-01,not employed,caucasian,senior,3100,female
1257,8.936,2018-11-01,employed,caucasian,senior,NA,male
1258,3.148,2018-12-01,employed,aboriginal,middle age,NA,female
1259,2.588,2018-12-01,not employed,caucasian,middle age,NA,female
1260,10.335,2018-12-01,not employed,visible minority,senior,NA,male
1261,10.335,2018-12-01,not employed,caucasian,senior,1625,male
1262,6.411,2018-12-01,not employed,caucasian,middle age,1820,female
1263,10.335,2018-12-01,employed,caucasian,middle age,NA,female
1264,2.588,2018-12-01,employed,caucasian,middle age,NA,male
1265,3.295,2018-12-01,employed,visible minority,senior,NA,female
1266,3.028,2018-12-01,employed,visible minority,middle age,NA,male
1267,12.57,2018-12-01,not employed,caucasian,middle age,NA,male
1268,2.588,2018-12-01,not employed,caucasian,senior,NA,male
1269,12.57,2018-12-01,not employed,NA,middle age,NA,male
1270,2.588,2018-12-01,employed,visible minority,middle age,NA,female
1271,4.193,2019-01-01,not employed,visible minority,middle age,NA,female
1272,4.193,2019-01-01,not employed,caucasian,middle age,1820,female
1273,4.193,2019-01-01,not employed,visible minority,middle age,NA,female
1274,4.193,2019-01-01,employed,aboriginal,senior,4875,female
1275,4.193,2019-01-01,not employed,caucasian,middle age,NA,female
1276,4.193,2019-01-01,employed,caucasian,middle age,2773.3333333333335,female
1277,4.193,2019-01-01,employed,visible minority,middle age,NA,female
1278,4.193,2019-01-01,not employed,caucasian,senior,NA,female
1279,4.193,2019-01-01,NA,caucasian,middle age,NA,female
1280,4.193,2019-01-01,not employed,visible minority,middle age,2405,male
1281,4.193,2019-01-01,not employed,visible minority,middle age,NA,female
1282,4.193,2019-01-01,employed,visible minority,senior,NA,male
1283,4.193,2019-01-01,not employed,caucasian,middle age,NA,male
1284,4.193,2019-01-01,employed,aboriginal,middle age,1300,female
1285,4.193,2019-01-01,not employed,caucasian,middle age,NA,male
1286,4.193,2019-01-01,employed,caucasian,youth,NA,female
1287,4.193,2019-01-01,employed,caucasian,middle age,NA,female
1288,4.193,2019-01-01,employed,caucasian,middle age,1430,female
1289,4.193,2019-01-01,employed,caucasian,middle age,NA,female
1290,4.193,2019-01-01,employed,caucasian,youth,NA,female
1291,4.193,2019-01-01,not employed,visible minority,senior,6933.333333333333,female
1292,4.193,2019-01-01,employed,aboriginal,youth,NA,male
1293,4.193,2019-01-01,not employed,visible minority,middle age,NA,male
1294,4.193,2019-01-01,not employed,caucasian,middle age,NA,male
1295,4.193,2019-01-01,employed,caucasian,senior,NA,male
1296,4.193,2019-01-01,not employed,caucasian,middle age,5000,male
1297,4.193,2019-01-01,not employed,aboriginal,youth,4000,female
1298,4.193,2019-01-01,employed,aboriginal,middle age,1950,male
1299,4.193,2019-01-01,employed,caucasian,senior,3336.6666666666665,male
1300,4.193,2019-01-01,employed,caucasian,senior,NA,male
1301,4.193,2019-01-01,employed,aboriginal,middle age,NA,male
1302,4.193,2019-01-01,employed,visible minority,youth,1690,male
1303,4.193,2019-01-01,not employed,caucasian,middle age,5026.666666666667,female
1304,9.025,2019-02-01,employed,visible minority,middle age,NA,female
1305,3.88,2019-02-01,not employed,caucasian,middle age,NA,male
1306,3.88,2019-02-01,NA,caucasian,senior,NA,male
1307,9.025,2019-02-01,not employed,caucasian,youth,3033.3333333333335,female
1308,3.88,2019-02-01,employed,visible minority,youth,745.3333333333334,male
1309,3.88,2019-02-01,not employed,caucasian,middle age,NA,female
1310,3.88,2019-02-01,NA,visible minority,senior,NA,female
1311,9.025,2019-02-01,employed,caucasian,middle age,NA,male
1312,3.88,2019-02-01,not employed,visible minority,middle age,NA,male
1313,3.88,2019-02-01,not employed,caucasian,middle age,3367,female
1314,3.88,2019-02-01,employed,visible minority,middle age,NA,female
1315,3.88,2019-02-01,employed,visible minority,middle age,3185,male
1316,3.88,2019-02-01,employed,caucasian,youth,NA,male
1317,3.88,2019-02-01,employed,visible minority,middle age,NA,male
1318,3.88,2019-02-01,not employed,caucasian,middle age,NA,female
1319,3.88,2019-02-01,employed,visible minority,youth,NA,female
1320,3.88,2019-02-01,employed,caucasian,middle age,NA,female
1321,3.88,2019-02-01,not employed,caucasian,senior,2500,female
1322,3.88,2019-02-01,not employed,caucasian,youth,1430,male
1323,3.88,2019-02-01,employed,caucasian,middle age,4105.833333333333,female
1324,3.88,2019-02-01,employed,aboriginal,youth,NA,male
1325,13.586,2019-03-01,employed,aboriginal,youth,3640,male
1326,2.546,2019-03-01,employed,aboriginal,senior,2275,male
1327,13.586,2019-03-01,employed,caucasian,senior,1186.25,female
1328,2.546,2019-03-01,employed,caucasian,middle age,1516.6666666666667,female
1329,2.546,2019-03-01,not employed,aboriginal,youth,NA,male
1330,2.546,2019-03-01,employed,caucasian,middle age,NA,male
1331,13.586,2019-03-01,not employed,aboriginal,senior,NA,female
1332,2.546,2019-03-01,not employed,NA,middle age,NA,male
1333,8.223,2019-03-01,NA,caucasian,senior,2600,male
1334,2.546,2019-03-01,employed,aboriginal,youth,NA,female
1335,2.546,2019-03-01,not employed,visible minority,middle age,NA,male
1336,2.546,2019-03-01,employed,visible minority,youth,NA,female
1337,8.223,2019-03-01,employed,caucasian,youth,NA,male
1338,2.546,2019-03-01,not employed,caucasian,middle age,NA,male
1339,8.223,2019-03-01,employed,visible minority,youth,NA,female
1340,8.223,2019-03-01,employed,visible minority,middle age,NA,female
1341,8.223,2019-03-01,not employed,caucasian,middle age,5200,female
1342,2.546,2019-03-01,not employed,caucasian,middle age,NA,male
1343,2.546,2019-03-01,employed,aboriginal,middle age,NA,male
